Wavenumber,1-ocp_02,10--1_2v_01,11--1_3v_01,12--1_4v_01,13--1_5v_01,14--1_6v_01,15--1_7v_01,16--1_8v_01,17--1_9v_01,18--1_7v-b_01,18--1_8v-b_01,19--1_6v-b_01,2--0_4v_01,20--1_5v-b_01,21--1_4v-b_01,22--1_3v-b_01,23--1_2v-b_01,24--1_1v-b_01,25--1v-b_01,26--0_9v-b_01,27--0_8v-b_01,28--0_7v-b_01,29--0_6v-b_01,3--0_5v_01,30--0_5v-b_01,31--0_4v-b_01,32--ocp-b_01,34--2v-b_01,4--0_6v_01,5--0_7v_01,6--0_8v_01,7--0_9v_01,8--1v_01,9--1_1v_01
98.9294,1120.13,1277.94,1183.13,1173.53,1114.49,1097.69,1102.37,1062.89,1040.09,904.12,923.801,877.359,1192.13,867.519,850.478,842.797,870.999,860.318,871.959,828.037,836.197,893.8,1451.58,1303.5,928.241,954.522,965.923,332.415,1517.47,1789.52,1490.47,1296.3,1338.54,1279.62
99.265,1122.91,1280.05,1184.97,1179.21,1121.11,1101.18,1113.42,1064.08,1039.96,892.779,942.839,883.416,1204.78,859.527,847.762,845.722,875.493,850.523,866.85,821.712,827.595,885.337,1461.44,1283.77,918.229,951.722,961.686,334.927,1503.81,1783.28,1475,1307.9,1329.27,1280.29
99.6007,1138.01,1283.53,1179.56,1182.92,1119.88,1093.59,1108.47,1063.81,1052.04,914.203,938.337,880.224,1196.6,862.334,842.162,856.33,879.623,854.409,870.258,832.436,833.397,891.03,1468.8,1278.49,927.051,954.907,956.708,338.714,1514.19,1789.38,1478.29,1305.87,1340.69,1291.22
99.9348,1120.47,1266.35,1177.74,1171.5,1129,1106.06,1092.86,1067.88,1031.02,909.033,937.489,879.616,1196.83,858.844,837.712,842.755,875.294,861.726,873.613,822.584,824.265,888.381,1464.47,1285.08,937.489,955.619,955.739,335.949,1519.34,1808.34,1474.55,1304.66,1327.47,1287.73
100.27,1124.55,1274.6,1173.77,1171.01,1123.23,1099.22,1105.94,1041.24,1041.48,903.554,924.801,873.423,1194.29,854.096,849.775,858.538,879.065,850.495,863.46,828.648,824.086,886.268,1451.9,1298.85,933.444,958.052,960.213,339.958,1509.52,1788.38,1480.83,1295.97,1339.54,1273.88
100.606,1119.57,1278.8,1176.2,1166.36,1116.09,1096.65,1107.93,1057.77,1047.81,908.612,933.211,875.493,1188.8,858.093,845.494,845.254,884.012,852.333,866.613,830.254,829.054,897.692,1472.11,1288.04,932.371,948.21,956.49,338.509,1516.15,1791.78,1481.47,1279.52,1330.4,1283.36
100.94,1135.01,1281.22,1177.95,1156.36,1115.34,1093.15,1104.91,1062.93,1027.43,900.886,932.311,868.262,1185.39,861.186,844.993,843.074,875.699,840.196,864.064,819.805,827.122,882.535,1472.65,1295.5,932.191,945.985,959.178,333.32,1501.56,1785.22,1474.93,1298.85,1325.36,1272.59
101.276,1118.23,1273.13,1175.77,1158.51,1117.75,1089.57,1089.93,1053.37,1048.81,903.981,922.564,874.008,1175.89,853.507,843.556,844.275,867.414,839.599,875.806,815.021,826.891,894.03,1458.72,1284.16,929.038,954.455,955.294,339.293,1520.22,1784.46,1475.02,1288.47,1315.93,1286.67
101.611,1116.8,1270.69,1177.21,1168.94,1110.45,1102.9,1100.62,1054.6,1044.17,903.46,920.24,877.332,1186.44,851.923,840.896,846.529,871.459,849.046,863.908,832.986,826.154,888.119,1456.35,1292.03,920.24,948.765,956.316,335.591,1502.97,1796.61,1471.93,1297.9,1329.3,1275.25
101.945,1116.63,1264.39,1181.1,1184.58,1110.88,1086.31,1092.07,1065.46,1033.59,895.415,923.816,867.373,1184.34,852.993,846.881,849.757,871.328,836.815,875.043,819.679,827.827,888.345,1460.08,1283.2,925.853,955.812,958.808,340.694,1496.63,1785.32,1483.57,1296.27,1328.62,1274.46
102.281,1105.74,1253.97,1163.26,1158.82,1123.83,1086.44,1089.8,1051.09,1041.02,908.844,914.237,869.418,1196.81,854.318,843.892,849.045,867.021,847.248,874.81,819.565,819.206,884.757,1451.47,1284.41,921.427,945.035,948.39,336.502,1510.67,1773.47,1462.85,1284.05,1321.56,1277.94
102.616,1124.69,1278.82,1174.79,1173.23,1110.07,1092.45,1108.51,1051.94,1031.08,915.667,923.337,876.236,1183.3,855.741,851.306,840.879,869.524,856.82,868.925,819.546,823.141,883.067,1460.99,1282.53,927.292,956.057,950.903,333.547,1505.34,1783.87,1477.17,1280.26,1331.91,1277.62
102.95,1121.75,1259.24,1170.66,1170.9,1113.24,1089.27,1102.69,1060.86,1030.89,908.501,925.523,871.341,1184.92,846.048,835.739,852.281,875.896,851.922,855.159,823.992,823.273,884.167,1451.88,1283.82,931.996,956.449,949.137,334.559,1515.41,1789.67,1478.13,1301.8,1327.69,1277.1
103.286,1118.52,1269.22,1167.92,1170.19,1132.43,1090.35,1088.43,1057.62,1030.17,900.694,933.542,874.559,1187.82,841.231,843.149,847.465,886.907,839.313,862.691,826.485,819.292,889.665,1447.01,1280.01,922.993,954.642,960.876,339.514,1504.91,1781.49,1469.19,1290.8,1327.72,1284.56
103.621,1115.17,1264.31,1166.24,1164.81,1113.02,1083.16,1104.14,1050.68,1027.9,901.658,930.67,870.487,1181.23,848.548,829.966,846.39,878.28,835.481,860.777,814.381,815.7,876.841,1452.41,1291.88,923.716,949.132,960.641,334.36,1501.92,1771.55,1471.23,1289.97,1327.37,1279.9
103.955,1127.84,1273.72,1177.71,1169.92,1114.9,1081.57,1090.08,1053.41,1029.31,897.336,927.064,878.037,1185.14,849.269,851.307,841.957,879.236,850.348,862.574,813.308,834.165,883.791,1456.04,1290.98,919.991,952.716,951.517,333.834,1501.83,1776.09,1471.75,1286.07,1319.87,1275.4
104.29,1126.33,1265.22,1162.28,1178.1,1125.01,1090.62,1101.88,1066.89,1021.11,894.687,921.89,870.84,1183.37,853.704,838.964,841.84,877.311,846.394,861.253,820.989,814.638,878.749,1468.46,1283.91,921.171,955.683,954.125,333.62,1505.01,1767.21,1470.01,1285.83,1315.55,1259.22
104.626,1114.64,1262.82,1171.42,1171.78,1113.2,1078.7,1092.6,1055.1,1019.17,905.366,920.699,873.622,1167.58,848.946,843.076,847.269,867.633,830.977,852.18,818.639,823.311,889.794,1458.91,1280.67,920.46,955.318,954.959,344.394,1504.91,1782.22,1464.3,1288.21,1325.11,1269.41
104.96,1114.89,1257.98,1159.79,1167.58,1116.09,1095.02,1090.11,1057.9,1033.47,899.601,912.293,870.863,1186.14,843.443,841.288,832.188,870.265,842.365,866.074,821.052,814.586,888.465,1457.59,1277.5,928.578,953.962,958.393,331.678,1497.46,1768.67,1471.83,1288.39,1313.18,1268.64
105.295,1118.77,1255.46,1163.06,1170,1115.42,1090.17,1098.54,1056.89,1039.89,897.22,917.448,873.88,1173.83,851.736,848.385,839.169,863.945,847.068,863.706,823.01,819.778,884.054,1454.75,1278.44,927.861,960.059,946.773,346.512,1500.23,1781.75,1459.06,1294.84,1322.97,1272.34
105.629,1112.82,1254.38,1160.57,1158.89,1117.85,1084.46,1098.82,1052.28,1023.56,898.395,927.951,864.173,1176.6,845.507,835.814,831.985,862.139,851.489,872.43,811.523,830.071,880.806,1452.41,1277.35,929.148,954.396,952.242,334.685,1489.99,1766.64,1459.71,1281.18,1318.88,1276.04
105.964,1116.83,1270.44,1171.14,1166.72,1107.97,1082.25,1096.37,1048.87,1025.66,894.658,918.347,862.834,1169.23,849.195,838.069,838.667,868.697,843.692,856.972,811.868,817.491,882.814,1447.51,1272.84,920.979,959.981,954.717,334.39,1502.18,1769.58,1475.15,1287.31,1305.14,1278.7
106.3,1111.53,1251.14,1169.19,1165.96,1110.33,1096.21,1102.67,1053.26,1019.41,898.576,920.11,876.922,1173.38,850.961,836.724,834.451,875.845,842.706,863.881,805.619,826.436,881.587,1460.98,1267.65,918.554,953.368,958.154,332.225,1495.19,1767.12,1467.32,1282,1321.01,1275.78
106.633,1116.02,1268.32,1163.04,1158.01,1110.28,1082.28,1092.33,1051.05,1021.26,895.998,914.902,872.429,1187.33,858.192,843.715,845.27,865.011,845.988,856.158,807.104,824.213,888.7,1451.74,1277.78,915.261,945.291,946.607,336.313,1502.22,1758.02,1466.93,1288.42,1320.61,1270.36
106.969,1114.45,1250.26,1169.02,1159.44,1116.25,1090.88,1094.83,1059.29,1028.9,904.941,912,880.412,1187.56,850.618,836.738,843.439,865.575,844.396,856.242,818.91,815.56,875.147,1439.07,1278.62,913.317,950.888,951.366,340.295,1500.58,1766.45,1463.01,1284.6,1326.84,1270.24
107.303,1119.92,1267.94,1165.39,1163.23,1104.72,1084.5,1089.16,1039.86,1035.55,897.704,917.209,874.49,1185.01,852.831,838.95,852.233,876.046,846.609,868.746,816.932,828.061,893.157,1453.53,1258.37,911.824,943.655,955.74,340.797,1496.25,1762.38,1478.9,1297.5,1303.24,1260.4
107.638,1104.73,1266.4,1163.01,1174.14,1104.38,1073.74,1102.82,1047.89,1029.47,898.196,922.727,859.784,1191.85,861.938,838.244,837.167,865.767,849.492,862.536,812.995,818.978,888.503,1460.97,1285.67,910.521,949.412,951.566,339.965,1486.7,1771.98,1479.64,1301.22,1317.86,1274.18
107.972,1119.65,1256.65,1163.32,1164.04,1099.06,1097.63,1097.39,1054.19,1019.61,900.431,919.696,873.149,1177.44,842.277,829.354,843.832,875.901,838.807,853.884,815.952,822.413,882.243,1452.06,1292.31,923.405,949.371,948.773,333.129,1491.3,1769.51,1467.97,1284.77,1324.02,1262.16
108.307,1110.71,1253.81,1144.57,1160.72,1103.65,1084.98,1099.58,1048.97,1021.33,886.245,917.953,871.17,1179.63,839.223,842.334,839.343,867.102,840.42,860.88,808.952,818.524,878.708,1445.13,1263.5,911.252,947.865,953.249,339.566,1503.52,1766.63,1469.54,1291.5,1311.12,1269.12
108.641,1101.66,1261.98,1165.07,1175.6,1128.1,1077.97,1090.42,1050.34,1026.17,899.827,908.8,873.266,1175.72,847.663,842.159,840.245,872.907,842.159,855.918,809.377,814.881,874.941,1461.78,1285.43,926.626,943.376,946.846,332.963,1492.17,1765.68,1459.27,1290.22,1315.1,1266.05
108.976,1103.08,1274.41,1173.19,1175.46,1107.63,1071.97,1093.99,1047.21,1036.44,895.027,914.648,873.252,1177.62,859.972,846.812,833.532,870.261,840.95,850.042,821.807,823.362,879.713,1453.03,1290.92,918.716,957.957,951.617,337.744,1503.64,1743.39,1467.15,1301.8,1316.52,1265.67
109.31,1115.11,1255.22,1154.12,1159.38,1109.37,1092.98,1100.16,1044.4,1025.38,898.312,917.934,867.323,1173.86,843.513,835.377,835.258,868.639,838.727,855.956,811.208,821.139,881.322,1447.73,1269.82,915.541,955.144,943.538,335.371,1501.21,1758.58,1476.33,1274.36,1317.08,1263.12
109.645,1107.73,1259.7,1157.27,1162.42,1110.96,1076.74,1094.92,1061.06,1030.78,895.684,920.096,862.418,1175.58,849.853,848.537,836.57,874.743,837.288,850.092,821.971,820.057,879.649,1454.4,1290.58,920.096,943.55,947.02,334.341,1496.52,1752.84,1472.7,1283.87,1311.4,1268.8
109.978,1108.42,1259.7,1171.97,1166.35,1109.14,1084.72,1082.33,1042.11,1033.85,892.623,932.598,869.404,1192.2,853.127,840.081,842.594,873.473,831.822,857.674,813.391,822.846,877.782,1461.61,1270.23,920.031,952.466,948.517,334.405,1510.92,1763.7,1476.33,1292.98,1320.86,1267.48
110.314,1111.27,1264.26,1162.51,1168.37,1105.76,1083.02,1081.58,1040.88,1029.39,890.524,924.641,862.152,1181.06,840.844,839.527,840.964,865.863,846.231,849.942,811.994,818.937,886.214,1449.21,1269.29,916.501,934.337,959.716,336.505,1487.64,1761.06,1462.14,1290.95,1323.87,1251.81
110.647,1109.52,1251.75,1161.6,1146.63,1115.98,1093.83,1080.9,1045.34,1033.25,894.726,910.171,868.745,1180.04,843.363,825.643,835.94,865.872,846.595,850.666,809.24,827.199,878.563,1450.74,1272.95,929.088,952.674,953.871,340.985,1470.14,1768.5,1473.49,1278.09,1323.47,1255.23
110.982,1117.25,1266.44,1158.91,1164.66,1104.19,1097.73,1086.23,1050.91,1017.51,900.526,912.978,879.093,1179.15,847.364,845.328,836.827,880.65,841.137,855.506,815.634,817.071,876.699,1446.88,1275.78,917.888,954.407,947.702,336.575,1489.26,1760.82,1479.8,1282.72,1316.01,1268.71
111.316,1120.06,1261.46,1158.02,1164,1112.76,1087.26,1078.28,1066.31,1027.87,895.213,917.722,877.972,1186.99,851.991,845.167,840.138,862.647,835.828,866.119,815.713,813.678,881.564,1456.62,1281.7,926.463,952.563,956.514,335.48,1493.26,1752.47,1463.69,1284.81,1317.86,1268.53
111.651,1113.31,1250.26,1164.07,1152.34,1096.67,1088.29,1093.2,1040.77,1032.51,887.657,914.592,865.75,1191.36,845.638,841.09,841.927,877.122,838.336,859.645,817.147,812.598,877.362,1457.96,1270.49,915.789,958.167,954.216,335.43,1490.76,1749.7,1470.05,1278.99,1315.86,1270.85
111.985,1115.23,1262.32,1162.5,1169.44,1112.23,1092.13,1076.93,1042.34,1026.9,889.38,924.807,861.733,1172.08,841.027,835.402,839.83,866.52,847.251,854.073,814.218,810.508,870.59,1457.29,1262.68,923.73,956.164,945.991,338.948,1491.28,1741.06,1470.09,1282.31,1311.63,1267.82
112.32,1114.72,1259.98,1164.26,1168.21,1104.43,1090.19,1091.39,1052.02,1034.19,886.416,914.894,864.878,1177.06,853.87,840.348,839.99,874.69,838.314,861.288,811.75,816.058,890.245,1458.49,1282.6,927.458,948.279,956.176,334.201,1499.3,1765.41,1468.55,1289.42,1312.75,1273.39
112.653,1118.19,1259.36,1156.71,1148.1,1112.69,1085.41,1088.64,1048.81,1027.39,901.421,921.758,870.197,1175.14,842.562,843.161,832.992,872.111,853.329,850.936,815.167,821.627,878.93,1455.07,1264.86,928.218,936.353,945.086,337.001,1485.1,1753.19,1457.59,1280.65,1311.64,1272.88
112.988,1108.81,1270.77,1169.69,1153.78,1108.69,1075.68,1098.64,1046.25,1023.41,889.32,922.812,861.092,1170.89,848.532,833.701,831.547,876.641,841.117,852.24,806.548,810.496,882.742,1459.75,1263.95,923.29,946.854,956.782,340.657,1509.99,1739.17,1474.47,1287.75,1315.14,1272.68
113.322,1116.14,1265.17,1165.54,1166.25,1109.2,1084.8,1096.53,1059.33,1023.21,893.677,921.545,865.451,1176.06,833.158,847.989,844.52,874.182,845.358,857.318,815.576,820.839,878.607,1467.18,1295.9,916.522,954.795,949.293,338,1482.49,1747.89,1468.49,1286.1,1322.34,1278.08
113.657,1111.96,1256.08,1163.75,1162.31,1098.8,1087.68,1086,1056.34,1036.37,895.235,920.112,876.935,1180.73,854.689,844.881,843.685,861.506,836.868,857.679,814.622,827.539,878.61,1457.01,1277.97,931.714,951.09,961.256,337.761,1501.27,1755.9,1474.12,1296.86,1305.24,1265.17
113.99,1107.85,1253.66,1155.22,1163,1103.67,1068.98,1090.75,1052.83,1024.84,896.977,920.062,858.461,1172.45,845.543,837.29,835.376,873.413,838.247,861.213,810.258,815.042,882.384,1438.58,1274.12,923.531,946.855,950.922,333.6,1487.86,1748.74,1469.09,1275.19,1299.95,1271.13
114.324,1113.99,1239.72,1165.07,1175.84,1108.61,1078.94,1090.66,1048.91,1024.15,895.787,917.081,864.683,1178.23,846.5,838.604,837.527,866.478,838.006,859.18,807.022,818.746,876.766,1468.93,1275.61,912.057,957.516,960.507,336.399,1508.29,1756.88,1465.94,1287.1,1306.36,1246.9
114.659,1115.66,1265.94,1168.3,1165.79,1105.49,1093.52,1107.64,1044.58,1024,895.612,911.406,871.202,1170.82,848.468,837.819,838.178,879.219,851.579,864.143,820.11,823.939,876.826,1448.77,1271.45,919.303,954.841,950.533,338.861,1491.37,1738.7,1471.03,1287.96,1326.25,1259.96
114.992,1116.92,1266.89,1154.5,1178.56,1101.96,1084.72,1100.64,1038.16,1021.29,905.192,915.006,874.911,1194.83,846.665,835.654,842.476,866.294,834.457,852.649,822.608,821.411,884.606,1467.24,1273.83,923.983,958.213,951.63,331.413,1489.26,1762.03,1477.42,1289.87,1325.05,1268.56
115.327,1110.13,1242.19,1156.34,1168.08,1108.45,1090.49,1080.32,1050.38,1017.34,903.237,911.977,862.768,1182.57,853.31,840.259,836.428,865.642,845.887,853.31,808.172,814.518,870.431,1450.4,1264.1,920.837,956.037,951.368,338.474,1471.11,1752.24,1464.77,1281.94,1312.83,1267.81
115.661,1118.16,1250.88,1161.4,1170.14,1118.04,1080.07,1100.79,1052.64,1027.36,896.204,918.243,873.445,1184.04,852.963,842.661,850.687,879.434,845.536,858.113,826.611,821.46,892.131,1468.88,1279.86,921.238,956.933,961.604,335.747,1480.38,1765.7,1476.9,1276.51,1321.31,1282.02
115.994,1123.52,1266.74,1159.72,1161.39,1110.46,1094.76,1099.2,1059.89,1026.45,900.138,925.305,863.945,1195.91,861.309,845.969,837.82,868.859,843.692,864.065,821.761,824.277,891.988,1468.31,1275.36,932.855,958.98,962.456,339.035,1506.42,1752.94,1474.9,1296.46,1320.31,1277.52
116.329,1116.12,1258.34,1177.52,1166.97,1123.32,1089.38,1094.66,1049.93,1031.11,901.005,918.392,869.468,1183.51,849.923,833.016,839.851,868.629,850.643,855.319,809.753,821.384,878.222,1455.83,1282.2,920.31,954.605,954.245,331.791,1484.25,1758.24,1462.42,1289.87,1315.77,1266.25
116.663,1123.23,1266.97,1172.42,1176.26,1114.71,1088.56,1099.36,1051.13,1025.09,898.634,918.07,872.959,1180.1,847.403,835.526,838.285,870.079,845.724,866.84,811.41,810.93,889.636,1465.17,1278.12,923.349,958.863,960.183,336.898,1494.08,1747.96,1476.81,1285.92,1317.72,1264.09
116.997,1119.84,1261.01,1164.62,1172.78,1103.04,1087.19,1089.35,1057.42,1027.53,897.892,931.623,873.764,1185.51,849.276,838.833,847.716,876.165,852.037,873.164,804.141,818.906,886.488,1469.04,1290.9,921.78,962.953,962.233,337.43,1508.77,1754.97,1468.8,1290.06,1321.75,1287.3
117.331,1123.64,1267.02,1169.99,1168.55,1112.83,1087.86,1108.39,1057.59,1032.38,898,929.583,864.497,1186.81,852.128,845.523,852.008,875.184,851.407,867.499,819.825,818.023,877.466,1469.61,1293.8,930.304,963.687,957.683,337.441,1485.82,1765.62,1474.65,1292.24,1320.1,1262.34
117.664,1120.89,1261.54,1164.97,1175.18,1108.88,1093.14,1098.19,1048.46,1033.32,896.157,920.059,869.972,1179.98,858.441,833.098,839.344,884.506,845.229,854.958,820.126,818.924,887.749,1465.61,1285.32,932.791,960.657,954.171,338.116,1485.79,1740.91,1469.81,1301.66,1320.75,1274.87
117.999,1128.13,1264.58,1178.33,1172.69,1117.08,1084.4,1088.49,1042.6,1031.79,897.865,927.293,872.16,1174.73,851.02,840.209,849.098,858.707,844.053,861.83,819.189,817.988,882.97,1467.81,1279.47,927.413,958.403,970.054,343.531,1507.45,1755.13,1475.86,1297.37,1330.28,1280.43
118.332,1128.08,1258.98,1161.1,1172.27,1120.63,1100.33,1098.41,1061.54,1037.4,906.617,931.718,867.105,1179.72,852.213,850.051,839.603,885.6,839.123,866.145,824.591,828.074,896.529,1480.08,1271.23,936.041,965.586,961.502,335.793,1497.98,1777.33,1468.31,1303.54,1324.44,1278.2
118.666,1130.76,1261.15,1170.5,1175.42,1127.76,1096.42,1102.79,1051.16,1033.27,894.595,917.047,884.149,1183.23,853.653,840.326,848.49,876.825,850.291,857.615,815.473,826.759,887.511,1473.3,1278.2,926.052,959.189,972.636,340.741,1510.88,1766.86,1468.02,1290.69,1321.9,1264.99
119,1133.49,1276.32,1181.26,1169.98,1118.61,1076.96,1103,1052.83,1033.75,899.686,935.693,881.323,1184.98,846.756,843.156,841.235,880.363,851.197,860.439,821.912,828.393,893.205,1475.43,1274.52,933.172,956.577,946.735,334.742,1498.24,1760.13,1465.95,1290,1315.32,1275
119.334,1121.12,1277.94,1168.27,1165.04,1121.96,1096.4,1099.16,1061.73,1040.37,907.072,921.23,877.676,1192.99,859.078,845.52,850.56,880.315,842.881,860.398,813.365,828.963,889.434,1472.07,1286.22,930.228,962.624,969.703,336.792,1513.35,1768.31,1475.55,1285.62,1318.37,1268.22
119.667,1127.45,1264.44,1166.92,1177.35,1113.66,1079.83,1099.38,1056.44,1020.69,897.261,920.052,870.031,1190.31,855.037,846.16,844.361,871.591,847.72,863.314,810.774,819.05,892.943,1464.29,1280.88,924.85,953.76,964.316,336.113,1492.48,1755.42,1475.68,1290.95,1329.1,1276.44
120.002,1124.7,1272.59,1164.28,1180.11,1114.5,1080.56,1096.75,1044.46,1031.14,894.53,920.677,872.701,1178.43,855.789,838.997,853.75,883.136,845.474,862.985,814.648,811.05,880.257,1462.58,1277.63,929.313,955.221,959.899,334.399,1479.13,1769.99,1465.22,1271.75,1319.49,1257.84
120.335,1120.79,1274.32,1168.64,1175.72,1125.1,1082.16,1099.43,1048.94,1031.78,903.801,925.991,863.379,1177.4,852.704,841.069,849.105,879.692,853.303,863.739,813.001,823.796,879.332,1465.75,1283.79,921.913,951.78,972.291,336.332,1511.45,1757.46,1478.23,1291.83,1330.09,1281.03
120.668,1129.35,1262.15,1171.7,1170.5,1121.07,1093.96,1099.36,1053.29,1037.46,897.817,922.29,878.983,1181.53,856.909,840.234,849.951,875.743,852.23,863.387,822.239,834.596,892.539,1485.52,1301.38,939.805,956.36,958.759,338.301,1492.6,1769.24,1476.41,1302.58,1321.29,1276.43
121.001,1117.21,1270.68,1175.05,1167.49,1120.45,1089.97,1108.81,1046.9,1025.78,890.194,926.79,868.476,1188.48,860.197,840.279,845.558,873.275,850.957,870.876,824.44,816.761,880.115,1477.42,1294.79,934.349,971.426,965.186,337.647,1481.38,1768.03,1475.98,1304.87,1310.39,1281.24
121.336,1114.28,1271.37,1168.04,1169.96,1112.12,1099.28,1101.56,1050.31,1031.11,896.823,926.945,874.862,1178.72,848.58,848.34,853.38,876.182,849.18,864.421,821.938,814.978,881.702,1465.3,1285.29,923.345,955.748,964.028,343.464,1499.39,1769.05,1474.18,1287.69,1321.29,1281.33
121.669,1112.91,1266.05,1178.44,1174.48,1113.87,1084.35,1103.91,1054.47,1031.66,902.164,919.807,875.641,1179.16,854.398,851.637,846.957,877.201,849.597,868.08,814.192,814.912,892.443,1479.8,1287.42,924.607,959.532,952.811,342.647,1490.37,1751.28,1472.24,1291.98,1318.5,1284.78
122.002,1125.43,1270.04,1170.31,1178.71,1132.27,1096.99,1100.47,1057.5,1025.58,903.535,928.256,877.613,1187.23,857.692,842.691,852.412,885.174,848.811,860.452,815.329,824.81,877.733,1473.09,1281.92,926.696,949.738,972.659,343.341,1513.53,1755.35,1475.49,1295.36,1328.72,1273.64
122.337,1126.49,1274.91,1169.68,1167.76,1121.33,1087.26,1095.42,1052.1,1024.51,890.97,910.647,881.851,1186.72,844.298,842.378,853.176,875.253,857.376,864.694,806.624,816.582,885.451,1478.99,1277.9,922.885,951.2,969.317,335.583,1493.63,1765.02,1481.27,1293.74,1327.46,1273.71
122.67,1134.62,1255.64,1167.72,1160.05,1124.3,1085.68,1102.23,1050.9,1037.83,903.137,925.086,878.789,1202.62,851.084,840.289,845.327,877.71,847.126,866.556,816.541,820.979,887.665,1480.88,1283.7,929.763,965.865,976.419,341.945,1500.07,1752.3,1482.08,1297.73,1317.4,1272.31
123.003,1130.82,1271.69,1164.27,1173.26,1115.23,1090.65,1105.88,1050.01,1032.27,903.622,921.006,872.33,1187.52,848.592,850.03,840.679,876.167,847.872,880.962,820.417,823.534,876.406,1473.47,1289.43,926.881,962.488,967.883,336.176,1493.97,1763,1468.55,1306.22,1324.2,1279.84
123.336,1130.17,1264.28,1172.12,1172.84,1121.06,1087.74,1087.98,1055.03,1032.85,896.586,924.75,875.732,1183.26,842.774,843.733,852.362,869.979,844.332,859.073,827.074,819.164,880.526,1489.12,1282.38,924.99,959.746,965.499,334.976,1494.39,1752.78,1457.6,1286.93,1319.53,1273.15
123.671,1128.21,1266.48,1174.7,1166.19,1116.47,1100.17,1103.17,1044.93,1029,888.452,917.089,882.941,1181.89,850.829,851.668,845.078,885.097,839.207,870.959,824.11,824.23,890.729,1481.67,1277.86,933.384,960.942,969.569,337.049,1499.29,1762.77,1467.29,1297.15,1324.83,1271.87
124.004,1124.75,1271.99,1167.76,1172.67,1125.83,1093,1098.75,1063.77,1030.82,911.491,928.384,874.231,1190.28,855.901,851.588,852.067,882.139,843.441,857.818,823.912,836.971,886.571,1478.9,1282.89,936.651,962.769,978.224,335.939,1490.64,1768.83,1460.81,1297.75,1320.63,1279.54
124.337,1125.9,1264.41,1146.51,1178.74,1103.5,1105.29,1101.94,1060.84,1034,911.434,919.341,881.48,1188.93,851.286,849.13,851.047,880.162,841.102,862.429,824.568,831.277,884.715,1475.52,1283.46,930.245,958.641,965.47,343.39,1499.37,1756.25,1473.73,1294,1321.2,1273.75
124.67,1130.56,1252.31,1168.43,1170.58,1110.43,1105.63,1089.33,1056.74,1023.9,897.831,916.167,884.529,1195.99,847.02,847.14,851.813,870.508,842.825,856.966,811.428,821.973,894.236,1485.4,1281.08,933.184,958.35,959.309,341.181,1488.76,1768.94,1474.61,1293.9,1318.47,1277.6
125.003,1119.11,1253,1169.45,1175.57,1126.42,1104.48,1094.29,1038.67,1027.77,906.337,921.441,880.685,1194.03,852.276,851.197,843.765,875.89,848.08,864.263,819.432,828.422,881.284,1477.4,1292.32,943.497,952.967,962.676,340.311,1492.38,1770,1466.25,1294.12,1312.7,1269.9
125.338,1136.06,1263.87,1168.67,1184.62,1110.64,1098.41,1100.21,1052.01,1016.52,899.133,922.393,883.066,1196.73,850.933,859.805,847.456,888.701,856.928,862.203,818.2,831.869,896.135,1485.21,1284.01,925.631,970.953,968.555,337.639,1484.73,1780.04,1470.34,1297.92,1318.06,1281.02
125.671,1136.01,1271.77,1168.15,1180.63,1125.94,1101.96,1092.72,1066.82,1029.76,899.53,926.992,880.702,1191.42,847.004,849.283,846.045,880.462,840.528,860.675,821.701,829.736,894.853,1493.62,1281.48,931.069,958.891,960.929,340.097,1487.86,1743.06,1471.31,1297.43,1320.45,1270.45
126.004,1120.49,1260.68,1170.14,1170.5,1124.09,1089.07,1104.06,1049.97,1030.3,907.616,928.843,874.276,1189.45,862.763,849.091,845.133,880.752,848.251,865.641,820.548,825.825,897.062,1481.71,1289.11,938.677,963.262,970.338,336.758,1502.46,1762.58,1463.12,1298.1,1315.01,1278.31
126.337,1123.29,1275.47,1163.94,1165.38,1129.16,1087.91,1097.27,1063.93,1042.7,900.717,923.142,875.414,1195.24,863.062,840.037,851.07,880.81,850.71,861.743,821.93,834.401,887.646,1484.61,1289.38,936.453,956.599,962.955,339.133,1484.37,1759.82,1467.22,1298.01,1331.23,1271.03
126.67,1135.68,1267.45,1168.53,1178.49,1120.58,1094.32,1114.34,1051.99,1032.81,911.951,930.775,873.224,1189.52,857.637,846.966,863.272,886.413,846.846,868.787,822.027,820.468,888.211,1487.11,1285.68,923.102,963.747,970.941,339.913,1503.05,1760,1484.59,1295.27,1322.01,1279.08
127.004,1130.74,1275.66,1180.49,1181.33,1136.49,1101.85,1098.97,1060.5,1029.33,902.147,919.168,896.153,1191.04,855.517,851.921,848.445,885.005,845.568,870.261,817.518,827.707,885.125,1478.6,1288.49,926.241,966.757,979.104,338.874,1488.43,1765.81,1468.54,1292.93,1328.89,1275.3
127.337,1132.98,1277.15,1166.3,1159.46,1122.19,1093.19,1080.85,1051.13,1026.44,891.739,917.265,887.904,1185.35,856.985,842.724,852.671,875.081,856.266,876.16,824.868,826.665,898.81,1480.88,1298.6,939.915,964.003,966.041,338.791,1494.3,1764.54,1469.97,1291.41,1331.08,1273.55
